insp_id,tag_dwg,insp_date,insp_type,finding_text,fouling_pct,wall_min_mm,vib_mm_s,severity,recommendation,next_insp_due
INS-2023-0370,101-H-001,2023-11-13,UT_THICKNESS,The crude fired heater H-101 was inspected using ultrasonic thickness measurement on 2023-11-13. The minimum wall thickness recorded was 6.23 mm. The inspection was conducted in accordance with the TA HEATER TUBE INSP work order. No visible external damage or corrosion was observed on the heater tubes.,,6.23,,LOW,No action,2024-11-12
INS-2023-0371,101-E-015,2023-11-14,UT_THICKNESS,"Ultrasonic thickness inspection performed on crude/AGO product preheat exchanger #5 (E-105) on 2023-11-14 indicated a minimum wall thickness of 6.23 mm. The equipment was in crude preheat/AGO service at the time of inspection. Previous maintenance included a turnaround with open, clean, and inspect activities on the reflux kettle.",,6.23,,LOW,No action,2024-11-13
INS-2023-0372,101-E-006,2023-11-15,UT_THICKNESS,"On 2023-11-15, ultrasonic thickness measurements were conducted on the crude preheat exchanger E-106 (drawing 101-E-006), specifically at the cold end. The minimum wall thickness recorded was 6.12 mm. The equipment is noted for fast fouling tendencies. The most recent maintenance activity involved a turnaround with opening, cleaning, and inspection of the reactor.",,6.12,,LOW,No action,2024-11-14
INS-2023-0373,101-E-007,2023-11-16,UT_THICKNESS,Ultrasonic thickness measurement performed on overhead naphtha condenser E-107 on 2023-11-16 indicates a minimum wall thickness of 6.19 mm. The inspection was conducted in the column overhead condensing service area. Previous maintenance involved a turnaround open clean and inspection of the reflux kettle. No visible external damage or corrosion was observed at the time of inspection.,,6.19,,LOW,No action,2024-11-15
INS-2023-0374,101-E-008A,2023-11-17,UT_THICKNESS,"The overhead trim condenser (two-bundle) E-108 was inspected using ultrasonic thickness testing on 2023-11-17. The minimum wall thickness measured was 6.25 mm. The unit is associated with the column overhead trim service. Recent maintenance included a turnaround with opening, cleaning, and inspection of the reflux gas knockout drum.",,6.25,,LOW,No action,2024-11-16
INS-2023-0375,101-E-009,2023-11-18,UT_THICKNESS,"Ultrasonic thickness inspection of Naphtha/Crude Interchanger E-109 (drawing 101-E-009) conducted on 2023-11-18 recorded a minimum wall thickness of 6.12 mm. The equipment is in naphtha product/crude service. Previous maintenance included a turnaround with opening, cleaning, and inspection of the reflux gas knockout drum.",,6.12,,LOW,No action,2024-11-17
INS-2024-0376,101-P-001B,2024-01-15,VIBRATION,Crude charge pump B (P-101B) was inspected for vibration on 2024-01-15. The vibration reading recorded was 2.6 mm/s. Visual inspection showed no abnormalities in the pump casing or mounting. The lubrication seal area appeared clean with no signs of leakage.,,,0.53,LOW,No action,2024-04-15
INS-2024-0377,101-P-002A,2024-01-15,VIBRATION,Desalter water pump A (P-102A) vibration measurement recorded at 2.17 mm/s during inspection on 2024-01-15. Vibration levels were within operational parameters as per drawing 101-P-002A. The pump services desalter wash water. Previous work order noted as VIB CHECK LUBE SEAL INSP.,,,0.55,LOW,No action,2024-04-15
INS-2024-0378,101-P-004B,2024-01-15,VIBRATION,Atmospheric residue bottoms pump B (P-104B) vibration measurement taken on 2024-01-15 showed a reading of 3.15 mm/s. The pump is operating in column bottoms service. Vibration levels are within expected parameters following recent lubrication seal inspection.,,,2.32,LOW,No action,2024-04-15
INS-2024-0379,101-P-005A,2024-01-15,VIBRATION,Naphtha product pump A (P-105A) was inspected for vibration on 2024-01-15. The vibration reading recorded was 1.76 mm/s. The pump is in naphtha rundown service. Previous maintenance included replacement of the mechanical seal as per work order REPL MECH SEAL.,,,0.59,LOW,No action,2024-04-15
INS-2024-0380,101-P-002B,2024-01-16,VIBRATION,Desalter water pump B (P-102B) was inspected for vibration on 2024-01-16. Vibration level recorded at 3.05 mm/s. Equipment is operating within expected parameters for desalter wash water service. No abnormal vibration detected during the inspection.,,,2.38,LOW,No action,2024-04-16
INS-2024-0381,101-P-003A,2024-01-16,VIBRATION,Overhead reflux pump A (P-103A) was inspected for vibration on 2024-01-16. The vibration reading recorded was 2.99 mm/s. The inspection was conducted in relation to the column overhead reflux service. Previous work order noted vibration check and lubrication seal inspection.,,,0.57,LOW,No action,2024-04-16
INS-2024-0382,101-P-005B,2024-01-16,VIBRATION,Naphtha product pump B (P-105B) was inspected for vibration on 2024-01-16 during naphtha rundown service. Vibration level recorded was 2.83 mm/s. The pump showed no abnormal vibration indications at the time of inspection.,,,2.54,LOW,No action,2024-04-16
INS-2024-0383,101-P-006A,2024-01-16,VIBRATION,Diesel product pump A (P-106A) was inspected for vibration on 2024-01-16. Vibration level recorded at 1.69 mm/s. No abnormal vibration patterns observed during the rundown service.,,,,LOW,No action,2024-04-16
INS-2024-0384,101-P-003B,2024-01-17,VIBRATION,Overhead reflux pump B (P-103B) was inspected for vibration on 2024-01-17. Vibration level measured at 2.66 mm/s. Equipment appeared to be operating within normal parameters during inspection. No abnormal noise or movement observed.,,,2.34,LOW,No action,2024-04-17
INS-2024-0385,101-P-004A,2024-01-17,VIBRATION,Atmospheric residue bottoms pump A (P-104A) was inspected for vibration on 2024-01-17. The vibration reading recorded was 2.53 mm/s. The pump is in column bottoms service as per drawing 101-P-004A. The most recent work order involved vibration check and lubrication seal inspection.,,,0.57,LOW,No action,2024-04-17
INS-2024-0386,101-P-006B,2024-01-17,VIBRATION,The diesel product pump B (P-106B) was inspected for vibration on 2024-01-17. The vibration reading recorded was 1.91 mm/s. No abnormal vibration levels were observed during the inspection. The equipment was operating under diesel rundown service conditions.,,,2.29,LOW,No action,2024-04-17
INS-2024-0387,101-P-001A,2024-01-28,VIBRATION,Crude charge pump A (P-101A) vibration measurement recorded at 3.59 mm/s on 2024-01-28. Inspection focused on vibration levels related to lube seal condition. No visible abnormalities observed on external pump components during inspection.,,,3.55,LOW,No action,2024-04-28
INS-2024-0388,101-P-001B,2024-04-15,VIBRATION,Crude charge pump B (P-101B) was inspected for vibration on 2024-04-15. Vibration level recorded at 1.8 mm/s. No abnormal vibration detected during the inspection. Lube seal condition observed as per work order VIB CHECK LUBE SEAL INSP.,,,0.55,LOW,No action,2024-07-15
INS-2024-0389,101-P-002A,2024-04-15,VIBRATION,Desalter water pump A (P-102A) vibration inspection conducted on 2024-04-15 showed a vibration level of 2.99 mm/s. The pump is in service for desalter wash water as per drawing 101-P-002A. The most recent work order involved a vibration check and lubrication seal inspection. No abnormal vibration trends were noted at the time of inspection.,,,2.38,LOW,No action,2024-07-15
INS-2024-0390,101-P-004B,2024-04-15,VIBRATION,The atmospheric residue bottoms pump B (P-104B) was inspected on 2024-04-15. Vibration measurement recorded at 1.84 mm/s. Equipment operating in column bottoms service. Previous work order involved vibration check and lubrication seal inspection.,,,0.59,LOW,No action,2024-07-15
INS-2024-0391,101-P-005A,2024-04-15,VIBRATION,Naphtha product pump A (P-105A) was inspected for vibration on 2024-04-15. Vibration reading recorded at 2.78 mm/s. Pump is in naphtha rundown service as per drawing 101-P-005A. Work order indicates recent lubrication seal inspection.,,,,LOW,No action,2024-07-15
INS-2024-0392,101-P-002B,2024-04-16,VIBRATION,Desalter water pump B (P-102B) was inspected for vibration on 2024-04-16. The vibration reading recorded was 2.89 mm/s. The equipment is operating within expected parameters for desalter wash water service. No abnormal vibration levels were detected during the inspection.,,,0.57,LOW,No action,2024-07-16
INS-2024-0393,101-P-003A,2024-04-16,VIBRATION,Overhead reflux pump A (P-103A) was inspected for vibration on 2024-04-16. The vibration reading recorded was 3.09 mm/s. The pump is in service for column overhead reflux as per drawing 101-P-003A. The most recent related work order involved vibration check and lubrication seal inspection.,,,2.41,LOW,No action,2024-07-16
INS-2024-0394,101-P-005B,2024-04-16,VIBRATION,Naphtha product pump B (P-105B) vibration inspection conducted on 2024-04-16 showed a vibration velocity of 1.62 mm/s. The equipment was operating under naphtha rundown service conditions. No abnormal vibration patterns were observed during the inspection.,,,0.53,LOW,No action,2024-07-16
INS-2024-0395,101-P-006A,2024-04-16,VIBRATION,Diesel product pump A (P-106A) was inspected for vibration on 2024-04-16. Vibration velocity measured 2.69 mm/s. No abnormalities observed during the inspection.,,,2.43,LOW,No action,2024-07-16
INS-2024-0396,101-P-003B,2024-04-17,VIBRATION,Overhead reflux pump B (P-103B) was inspected for vibration on 2024-04-17. Vibration reading recorded at 2.83 mm/s. No abnormal vibration levels detected during the inspection. Equipment appeared to be operating within normal parameters.,,,0.54,LOW,No action,2024-07-17
INS-2024-0397,101-P-004A,2024-04-17,VIBRATION,Atmospheric residue bottoms pump A (P-104A) was inspected for vibration on 2024-04-17. The vibration reading recorded was 3.14 mm/s. The pump is in service handling column bottoms. The inspection was conducted following the recent work order for vibration check and lubrication seal inspection.,,,2.6,LOW,No action,2024-07-17
INS-2024-0398,101-P-006B,2024-04-17,VIBRATION,Diesel product pump B (P-106B) vibration inspection conducted on 2024-04-17 showed a vibration level of 1.77 mm/s. The pump was operating in diesel rundown service during the assessment. No abnormal vibration patterns were observed at the time of inspection.,,,0.61,LOW,No action,2024-07-17
INS-2024-0399,101-P-001A,2024-04-28,VIBRATION,Crude charge pump A (P-101A) was inspected for vibration on 2024-04-28. The vibration reading recorded was 5.23 mm/s. The pump is in service for crude charge to the heater. Previous maintenance included a vibration check and lubrication seal inspection.,,,5.39,MEDIUM,Increase monitoring frequency,2024-07-28
INS-2024-0400,101-P-001B,2024-07-15,VIBRATION,Crude charge pump B (P-101B) was inspected for vibration on 2024-07-15. Vibration reading recorded at 2.81 mm/s. Equipment observed operating within normal parameters. No abnormal noise or movement detected during inspection.,,,0.59,LOW,No action,2024-10-14
INS-2024-0401,101-P-002A,2024-07-15,VIBRATION,Desalter water pump A (P-102A) was inspected for vibration on 2024-07-15. Vibration reading recorded at 2.79 mm/s. Equipment is in service for desalter wash water. Previous work order noted as VIB CHECK LUBE SEAL INSP.,,,0.54,LOW,No action,2024-10-14
INS-2024-0402,101-P-004B,2024-07-15,VIBRATION,The atmospheric residue bottoms pump B (P-104B) was inspected for vibration on 2024-07-15. Vibration readings recorded were 2.71 mm/s. The pump is in column bottoms service as per drawing 101-P-004B. The most recent work order involved a vibration check and lubrication seal inspection.,,,2.48,LOW,No action,2024-10-14
INS-2024-0403,101-P-005A,2024-07-15,VIBRATION,Naphtha product pump A (P-105A) was inspected for vibration on 2024-07-15. Vibration reading recorded at 2.35 mm/s. No visible abnormalities noted on the pump casing or seal area during inspection. Equipment operating under naphtha rundown service conditions.,,,0.56,LOW,No action,2024-10-14
INS-2024-0404,101-P-002B,2024-07-16,VIBRATION,Desalter water pump B (P-102B) vibration measurement recorded at 2.93 mm/s during inspection on 2024-07-16. Equipment operating within expected vibration levels for desalter wash water service. No abnormal vibration detected at time of inspection.,,,2.47,LOW,No action,2024-10-15
INS-2024-0405,101-P-003A,2024-07-16,VIBRATION,Overhead reflux pump A (P-103A) was inspected for vibration on 2024-07-16. The vibration reading recorded was 3.11 mm/s. The equipment is in service for column overhead reflux. Previous work order involved vibration check and lubrication seal inspection.,,,2.91,LOW,No action,2024-10-15
